Posted At,Job Title,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Active 2 days ago,Python Developer,https://pk.indeed.com/cmp/Devsinc?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q03sujl0j803&fromjk=859d77948250394a,Islamabad,Full-time,,No experience required,No specific education required,"Senior Software Engineer (Python)
Apply Now
Devsinc is looking for Senior Software Developer (Python) for its Islamabad Office.
Responsibilities:
Design, develop, and maintain Python-based software applications and services.
Collaborate with stakeholders to gather and analyze software requirements, ensuring a clear understanding of project objectives and deliverables.
Architect and implement scalable and efficient solutions that meet business needs and adhere to best coding practices and standards.
Write clean, readable, and reusable code, following software development best practices and applying appropriate design patterns.
Perform thorough testing of software applications, including unit testing, integration testing, and automated testing, to ensure high quality and reliability.
Collaborate with cross-functional teams, including product managers, designers, and QA engineers, to deliver software projects on time and according to specifications.
Requirements:
Bachelor's degree in Computer Science, Software Engineering, or a related field. Equivalent practical experience will also be considered.
Proven experience as a Python Developer (3-6 Years), with a strong understanding of the Python programming language and its ecosystem.
Experience with developing web applications using frameworks such as Django, Flask, FAST API.
Proficiency in database technologies such as SQL and experience working with relational databases like MySQL, PostgreSQL, or Oracle.
Familiarity with front-end technologies such as HTML, CSS, and JavaScript.
Strong understanding of software development principles, methodologies, and best practices, including Agile methodologies.
Experience with version control systems, such as Git, and collaboration tools like Jira or Trello. Knowledge of software testing principles and experience with testing frameworks like pytest or unittest.
Familiarity with cloud platforms, such as AWS or Azure, and containerization technologies like Docker, is a plus.
Strong communication and collaboration skills, with the ability to work effectively in a team environment.
Location: Islamabad
Career Level: Advanced
Employment Type: Full Time
Job Type: Full-time"
Active 3 days ago,Python Developer,https://pk.indeed.com/cmp/Ptr-1b0f12a1?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q0670jkme803&fromjk=1f6c1bca0109a49e,Islamabad,Full-time,,No experience required,No specific education required,"About the job
PTR Inc. (PTR) is a United States/Germany-based bespoke market research company with a focus on power grid and new energy market research. We are a very lean and fast-moving B2B company, investing and/or pivoting to capture the most market demand possible. Our development team is looking for a Python developer. The position offers high independence and freedom to implement your ideas while working with a highly ambitious team.
As a Python developer at PTR, you will be an integral part of our development team, responsible for crafting high-quality and scalable web applications. The ideal candidate will have 2 to 3 years of hands-on experience in Python, with a focus on Django, JavaScript, web scraping, HTML, and CSS.
Key Responsibilities:
Web application development:
Collaborate with the development team to design, develop, and maintain web applications using Python and the Django framework.
Implement responsive and user-friendly interfaces with HTML, CSS, and JavaScript,Web Scraping.
Develop and implement web scraping solutions to gather and analyze data from various sources.
Optimize and maintain existing web scraping scripts to ensure reliability and efficiency.
Front-end Development:
Work on the client side of our applications, ensuring seamless user experiences through effective implementation of JavaScript, HTML, and CSS.
Qualifications:
Bachelor's degree in Computer Science, Information Technology, or a related field.
1 to 2 years of professional experience in Python development.
Proficiency with Django for web application development.
Experience in front-end technologies, including JavaScript, HTML, and CSS.
Familiarity with web scraping techniques and tools.
Strong problem-solving skills and attention to detail. Additional Skills (Preferred)
Experience with version control systems (e.g., Git).
Knowledge of RESTful APIs.
Familiarity with cloud platforms (e.g., AWS, Azure).
Understanding of Agile/Scrum development methodologies.
Your benefits:
Time when you need it – remote job with flexible hours.
Working with some of the largest companies in the energy transition space (spread over 20 countries).
Steep learning curve in a fast-moving company, competing internationally.
Working with a young, international and highly motivated team across three continents.
Complete ownership of the work in a high impact role.
And of course, market competitive compensation (salary, provident fund, health insurance, trainings, vacation).
Job Type: Full-time
Application Question(s):
How many months of experience in Django
Education:
Bachelor's (Required)"
Posted 30+ days ago,Sr. Python Developer,"https://pk.indeed.com/cmp/Dincloud,-Inc.?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q0jpgjkms800&fromjk=591c1993dc045ff3",Islamabad,Full-time,,No experience required,No specific education required,"We are looking for a Sr. Python Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.
Job Responsibilities:
Writing reusable, testable, and efficient code Design and implementation of low-latency, high-availability,
And performance applications Integration of user-facing elements developed by front-end developers with server-side logic
Implementation of security and data protection Integration of data storage solutions [MySql, Cashing Memcache, Redis, RabbitMQ]

Skills & Qualifications:
Expert in Python, with knowledge of at least one Python web framework Django Flask, etc.
Python 3 Preferred Familiarity with some ORM (Object Relational Mapper) libraries
Able to integrate multiple data sources and databases into one system
Understanding of the threading limitations of Python,
And multi-process architecture Good understanding of server-side templating languages Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Understanding of accessibility and security compliance
Knowledge of user authentication and authorization between multiple systems, servers, and environments
Understanding of fundamental design principles behind a scalable application
Familiarity with event-driven programming in Python Exceptional customer service, organization,
And critical thinking skills Good written and verbal communication skills in English Team Work
Ability to efficiently and effectively manage time and carry out tasks"
Posted 30+ days ago,Python Developer,https://pk.indeed.com/cmp/Carecloud?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q0q0ajkme800&fromjk=c6c86cde333e4e80,Rawalpindi,Full-time,,Entry level,No specific education required,"Department: INFORMATION TECHNOLOGY Experience: 1 YearDeadline: April 30, 2024Location: Rawalpindi, Pakistan
Job Profile
Design, build, debug, and maintain efficient, reusable, and reliable Python Code.
Experience with Python, along with other common Libraries/Framework such as Flask, Django, Pandas, Swagger, etc..

Tools / Skills
PYTHON
JUPYTER NOTEBOOK
PYCHARM
SQL SERVER
FLASK

Additional Information
Total Position(s)
2 Positions
Gender
Does not matter
Minimum Education
Bachelors Degree
Degree Title
Bachelors Degree
Shift
Rotating
Nature of Job
Work From Office"
Posted 24 days ago,Python Developer,,Lahore,Full-time,,No experience required,No specific education required,"Job Description:
We are seeking an experienced Python Developer to join our team. As a Python Developer, you will be responsible for developing and maintaining robust, scalable, and high-performance applications using Python. The ideal candidate should have a minimum of 2 years of professional experience in Python development.
Requirements:
1. Minimum of 2 years of professional experience as a Python Developer.
2. Excellent communication and collaboration abilities.
3. Experience with web frameworks such as Django & working with REST APIs
4. Proficiency in working with relational databases, such as PostgreSQL.
5. Experience with working with cloud technologies like AWS, particularly for ETL and building Data Pipelines (e.g., Lambda, Athena Queries, Glue)
6. Familiarity with front-end technologies like React.js
7. Ability to use version control systems, such as Git.
8. Solid understanding of software development lifecycle and Agile methodologies.
9. Strong problem-solving and analytical skills.
Good to Have:
1. Experience in US Healthcare Industry will be a plus.
2. Knowledge in AI & Machine Learning will be a plus.
3. Bachelor's degree in Computer Science, Engineering, or a related field (preferred).
Job Type: Full-time"
Active 16 days ago,Senior Python Developer,,,Full-time,,,,
Posted 30+ days ago,Python Developer,,,Full-time,,Entry level,No specific education required,"Experience: 1-2 years
Requirements:
Minimum 1 year experience as a Python Developer & must have QT Framework Experience
Other Expertise in at least one popular Python framework (like Django, Flask or Pyramid)
Familiarity with front-end technologies (like JavaScript and HTML5)
Good in basic programming concepts and problem-solving skills
Education: BSCS
Team Spirit
Interested candidates can send resumes along with their salary requirements at hr@geniteam.com

To Apply, email us your resume at hr@geniteam.com with subject: 'Python Developer'"
Active 2 days ago,Sr Python Developer,https://pk.indeed.com/cmp/Smart-Placement-7?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q20fgjl0g802&fromjk=e562141e99068a58,Islamabad,Full-time,,No experience required,No specific education required,"We are looking for energetic Sr Python Developers to join our team and help us develop and maintain various software products.
Responsibilities: You will be required to do the followings: Write effective, scalable code. Develop and manage back-end components to improve responsiveness and overall performance. Integrate user-facing elements into applications, test and debug programs. Coordinate with internal teams to understand user requirements and provide technical solutions.
Qualifications and Requirements: An ideal candidate should have:  BS in Computer Science, Engineering or relevant field.  Work experience as a core Python Developer up to 2 years.  Knowledge of Relational and Non-relational data bases (MySql, Neo4j, Elasticsearch, MongoDB).  Knowledge of Data Scrapping using bs4 and selenium.  Familiarity with front-end technologies (like JavaScript and HTML5).  Good problem-solving skills.  Should know the basics about messaging protocols, GIT/Bitbucket.  Familiar with AWS and Cloud services.
Job Type: Full-time"
Active 5 days ago,Python Developer,https://pk.indeed.com/cmp/Infobay-(smc-Pvt.)-Ltd.?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q23p82eka000&fromjk=21070414e0dd1085,Lahore,Full-time,,No experience required,No specific education required,"We are seeking a highly skilled and experienced Python Developer with a specialization in AI and Machine Learning to join our dynamic team. As a key member of our development team, you will be instrumental in designing, developing, and deploying cutting-edge AI solutions that drive our company's success.
Responsibilities:
Design and implement machine learning algorithms and models to solve complex problems.
Develop robust, scalable, and efficient code in Python for various AI-driven applications.
Collaborate with cross-functional teams to understand requirements and deliver high-quality software solutions.
Keep abreast of the latest AI and machine learning technologies and methodologies to improve existing systems and make recommendations for future development.
Analyze and process large sets of data to derive useful insights and improve algorithms.
Participate in code reviews, testing, and debugging to ensure the deployment of reliable applications.
Document development processes, algorithms, and architectures for future reference and compliance.
Requirements:
Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
Proven experience as a Python Developer with a focus on AI and machine learning projects.
Strong understanding of machine learning algorithms and statistical modeling techniques.
Experience with machine learning frameworks (e.g., TensorFlow, PyTorch) and libraries (e.g., scikit-learn, NumPy, Pandas).
Proficient in coding and debugging Python applications.
Ability to work with large data sets and databases (SQL, NoSQL).
Excellent problem-solving, analytical, and communication skills.
Passion for innovation and a desire to stay at the forefront of technology.
Job Type: Full-time
Pay: Rs60,000.00 - Rs100,000.00 per month
Experience:
Python Language: 2 years (Required)
AI Machine Learning: 2 years (Preferred)"
Active 2 days ago,Python Developer,https://pk.indeed.com/cmp/99-Technologies-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q27dejl14814&fromjk=2766716e00c4d70b,Rawalpindi,Full-time,"Rs 60,000 - Rs 100,000 a month",No experience required,Bachelor’s Degree,"We are looking for a Python Developer for our office 99 Technologies based in Civic Center Phase 4 Bahria Town Islamabad.
KEY RESPONSIBILITIES
Implement Python code to build scalable application architectures.
Develop efficient solutions for systems, databases, UI, and web services.
Analyze existing software solutions to identify areas for improvement.
Conduct multiple unit tests to ensure improved functionality of the applications.
Design and deliver reliable, low-latency, and highly performant applications.
Implement the best security practices throughout the development process.
Discover, learn and apply new technologies, best design practices, and usability patterns to development processes.
Implement and support technical solutions to deliver business requirements.
Collaborate with the reporting manager and developers to meet database code requirements.
Take care of the efficiency, integrity, and quality of database code and structures.
Requirements:
Bachelor’s degree in computer science, or related field.
5 years or plus work experience as a Python Developer
Good knowledge of Python frameworks such as Django etc.
Familiarity with front-end technologies, such as JavaScript, HTML5, and CSS3
Effective knowledge of using tech stack - FastAPI, Docker Implementation, PostgreSQL, Experience working with MVC and event-driven programming
Experience with database design and data modeling
Experience working with SQL and REST APIs
Knowledge of software configuration management including GIT
Benefits:
Paid leaves
Bi-annual reviews
Friendly work Culture
Flexible Timings
Job Type: Full-time
Pay: From Rs250,000.00 per month"
Active 5 days ago,Python Developer (Female) Paragon City,,,"Rs 80,000 - Rs 120,000 a month",,,,
Posted 30+ days ago,Python Developer with ETL Expertise,,,Full-time,,,,
Posted 2 days ago,Senior Python Developer,https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q3a5ejrgs804&fromjk=d1f33e52f6801306,Islamabad,Full-time,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Active 4 days ago,Entry Level Python Developer,https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q3a5ejrgs804&fromjk=d1f33e52f6801306,Islamabad,"Rs 15,000 a month",,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Posted 4 days ago,Python Developer | 4 To 6 Years | Chennai/Pune/Bangaluru,https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q3a5ejrgs804&fromjk=d1f33e52f6801306,Islamabad,Full-time,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Posted 1 day ago,Python Developer,https://pk.indeed.com/cmp/Dynamologic-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q3a5ejrgs804&fromjk=d1f33e52f6801306,Islamabad,Full-time,,No experience required,No specific education required,"DynamoLogic Solutions is seeking a talented and experienced Python Developer to join our team. As a Python Developer at DynamoLogic, you will be responsible for developing and maintaining Python-based applications, with hands-on experience in machine learning projects. We are looking for individuals with a proven track record of excellence in Python development and a strong background in machine learning.
Responsibilities:
Develop and maintain Python-based applications, ensuring high performance and responsiveness.
Collaborate with cross-functional teams to define, design, and ship new features.
Identify and correct bottlenecks and fix bugs to ensure the quality of applications.
Continuously discover, evaluate, and implement new technologies to maximize development efficiency.
Work on machine learning projects, including data preprocessing, model development, and evaluation.
Optimize applications for maximum speed and scalability.
Participate in code reviews and provide constructive feedback to team members.
Stay updated with the latest industry trends and best practices in Python development and machine learning.
Requirements:
Bachelor's degree in Computer Science, Engineering, or a related field.
5+ years of experience working as a Python Developer.
Proven experience in Python development, with a strong understanding of the language's core principles.
Experience working on machine learning projects, including familiarity with libraries such as TensorFlow, PyTorch, or scikit-learn.
Solid understanding of data structures, algorithms, and object-oriented programming.
Proficiency in version control tools such as Git.
Excellent problem-solving and analytical skills.
Strong communication and collaboration skills.
Job Type: Full-time
Pay: Up to Rs200,000.00 per month
Application Question(s):
Please fill this form for further consideration: https://forms.gle/PLRk1zmZDAKSr7yK8"
Active 2 days ago,Senior Python Developer,https://pk.indeed.com/cmp/Altapete-Business-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q5cmcjk9m801&fromjk=25b8ad7be3206d44,Lahore,Full-time,"Rs 15,000 a month",No experience required,No specific education required,"Company Description
Altapete Solutions is a professional business services provider that delivers Accounting, ERP, Taxation and VAT, Business Advisory, IT Consulting, Management Consulting, Business Continuity Services to corporations and family-managed conglomerates. Altapete Solutions serves as a leading provider of reliable, cost-effective, and smart business services in the region. Our highly confidential work is tailored to meet clients’ specific business needs and ensure commercial and legal success compliance with local regulations. We are based on three core values: Professional, Trusted, and Smart, to achieve the highest quality and reliability in protecting our clientele's reputation.
Role Description
This is a full-time on-site role as an Odoo Python Developer located in Lahore. As an Odoo Python Developer, you will be responsible for developing, implementing, and maintaining Python-based applications within the Odoo framework. You will collaborate with cross-functional teams to identify business opportunities and provide customized solutions using Odoo and Python development tools.
Qualifications
proficiency in Python programming language and JS
Good understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Strong analytical and problem-solving skills, with excellent attention to detail
Ability to communicate complex technical ideas to both technical and non-technical audiences, and work effectively in cross-functional and collaborative teams
Bachelor's degree or higher in Computer Science, or a related field
Familiarity working with cloud services providers like AWS is a plus
Fresh graduates are encouraged to apply
Also share your CV to below LinkedIn
https://www.linkedin.com/in/muhammad-kamal-990525190/
Job Type: Internship
Contract length: 3 months
Pay: From Rs15,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or planning to relocate before starting work (Required)"
Active 2 days ago,Python Developer (Morning Shift),https://pk.indeed.com/cmp/Altapete-Business-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q5cmcjk9m801&fromjk=25b8ad7be3206d44,Lahore,"Rs 45,000 - Rs 90,000 a month","Rs 15,000 a month",No experience required,No specific education required,"Company Description
Altapete Solutions is a professional business services provider that delivers Accounting, ERP, Taxation and VAT, Business Advisory, IT Consulting, Management Consulting, Business Continuity Services to corporations and family-managed conglomerates. Altapete Solutions serves as a leading provider of reliable, cost-effective, and smart business services in the region. Our highly confidential work is tailored to meet clients’ specific business needs and ensure commercial and legal success compliance with local regulations. We are based on three core values: Professional, Trusted, and Smart, to achieve the highest quality and reliability in protecting our clientele's reputation.
Role Description
This is a full-time on-site role as an Odoo Python Developer located in Lahore. As an Odoo Python Developer, you will be responsible for developing, implementing, and maintaining Python-based applications within the Odoo framework. You will collaborate with cross-functional teams to identify business opportunities and provide customized solutions using Odoo and Python development tools.
Qualifications
proficiency in Python programming language and JS
Good understanding of front-end technologies, such as JavaScript, HTML5, and CSS3
Strong analytical and problem-solving skills, with excellent attention to detail
Ability to communicate complex technical ideas to both technical and non-technical audiences, and work effectively in cross-functional and collaborative teams
Bachelor's degree or higher in Computer Science, or a related field
Familiarity working with cloud services providers like AWS is a plus
Fresh graduates are encouraged to apply
Also share your CV to below LinkedIn
https://www.linkedin.com/in/muhammad-kamal-990525190/
Job Type: Internship
Contract length: 3 months
Pay: From Rs15,000.00 per month
Ability to commute/relocate:
Lahore: Reliably commute or planning to relocate before starting work (Required)"
Posted 30+ days ago,Python Developer,https://pk.indeed.com/cmp/Ajcl-Private-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q659m2eka000&fromjk=1fa84a376cb6e10a,Karachi,"Rs 45,000 - Rs 90,000 a month","Rs 60,000 - Rs 100,000 a month",No experience required,No specific education required,"We are seeking an experienced Backend Developer with a strong background in web development. As a key member of our development team, you will be responsible for backend development using a modern tech stack. Your primary focus will be on backend development using the Python Flask & Django framework, while also working on frontend development using JavaScript/Ajax.
Responsibilities:
Collaborate with cross-functional teams to design, develop, and maintain web applications.
Write clean, efficient, and high-quality code in accordance with industry best practices.
Implement new features and functionalities based on project requirement.
Conduct code reviews and provide constructive feedback to ensure code quality.
Troubleshoot and debug issues to maintain system stability and performance.
Collaborate with team members to identify and implement process improvements.
Stay updated with the latest trends and technologies in web development
PHP knowledge and experience will be taken as the plus point for the candidate.
Qualifications:
Extensive experience in web development with a focus on backend and frontend development.
Proficiency in backend development using the Python Django framework.
Strong understanding of frontend technologies including JavaScript and Vue.js.
Knowledge of software development tools such as Git and Jira.
Attention to detail and a strong emphasis on writing clean and maintainable code.
Excellent communication skills to effectively collaborate with team members and stakeholders.
Ability to work in a fast-paced environment and deliver results within tight deadline.
Job Type: Full-time
Pay: Rs60,000.00 - Rs100,000.00 per month"
Posted 19 days ago,AI Python Developer,https://pk.indeed.com/cmp/Ajcl-Private-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q659m2eka000&fromjk=1fa84a376cb6e10a,Karachi,"Rs 45,000 - Rs 90,000 a month","Rs 60,000 - Rs 100,000 a month",No experience required,No specific education required,"We are seeking an experienced Backend Developer with a strong background in web development. As a key member of our development team, you will be responsible for backend development using a modern tech stack. Your primary focus will be on backend development using the Python Flask & Django framework, while also working on frontend development using JavaScript/Ajax.
Responsibilities:
Collaborate with cross-functional teams to design, develop, and maintain web applications.
Write clean, efficient, and high-quality code in accordance with industry best practices.
Implement new features and functionalities based on project requirement.
Conduct code reviews and provide constructive feedback to ensure code quality.
Troubleshoot and debug issues to maintain system stability and performance.
Collaborate with team members to identify and implement process improvements.
Stay updated with the latest trends and technologies in web development
PHP knowledge and experience will be taken as the plus point for the candidate.
Qualifications:
Extensive experience in web development with a focus on backend and frontend development.
Proficiency in backend development using the Python Django framework.
Strong understanding of frontend technologies including JavaScript and Vue.js.
Knowledge of software development tools such as Git and Jira.
Attention to detail and a strong emphasis on writing clean and maintainable code.
Excellent communication skills to effectively collaborate with team members and stakeholders.
Ability to work in a fast-paced environment and deliver results within tight deadline.
Job Type: Full-time
Pay: Rs60,000.00 - Rs100,000.00 per month"
Active 2 days ago,Senior Python Developer in Lead Role,https://pk.indeed.com/cmp/Ajcl-Private-Limited?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q659m2eka000&fromjk=1fa84a376cb6e10a,Karachi,Full-time,"Rs 60,000 - Rs 100,000 a month",No experience required,No specific education required,"We are seeking an experienced Backend Developer with a strong background in web development. As a key member of our development team, you will be responsible for backend development using a modern tech stack. Your primary focus will be on backend development using the Python Flask & Django framework, while also working on frontend development using JavaScript/Ajax.
Responsibilities:
Collaborate with cross-functional teams to design, develop, and maintain web applications.
Write clean, efficient, and high-quality code in accordance with industry best practices.
Implement new features and functionalities based on project requirement.
Conduct code reviews and provide constructive feedback to ensure code quality.
Troubleshoot and debug issues to maintain system stability and performance.
Collaborate with team members to identify and implement process improvements.
Stay updated with the latest trends and technologies in web development
PHP knowledge and experience will be taken as the plus point for the candidate.
Qualifications:
Extensive experience in web development with a focus on backend and frontend development.
Proficiency in backend development using the Python Django framework.
Strong understanding of frontend technologies including JavaScript and Vue.js.
Knowledge of software development tools such as Git and Jira.
Attention to detail and a strong emphasis on writing clean and maintainable code.
Excellent communication skills to effectively collaborate with team members and stakeholders.
Ability to work in a fast-paced environment and deliver results within tight deadline.
Job Type: Full-time
Pay: Rs60,000.00 - Rs100,000.00 per month"
Active 2 days ago,Python Developer,https://pk.indeed.com/cmp/Market-Iq-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q73i8j9ji800&fromjk=903c536950d7a386,Karachi,Full-time,,No experience required,No specific education required,"Company Description
Toko Lab is an all-in-one solution provider for businesses of all sizes and types, based in Karāchi. Our mission is to digitize Pakistan's business landscape by empowering our users with advanced and free functionalities such as Khata Management, Staff Management, Stock Management, Invoice Generation, Business Reports, and an avenue for additional income through our Money feature. Additionally, we have an integrated B2B marketplace named Saddar.
Job Description
We need your help to collect data about our hardware, organize that data, and make it available to analysts across our products. As a member of the Hardware data engineering team, you will define, develop, and manage a variety of data infrastructure components and pipelines so that our analytics teams and collaborators have trusted data to inform decisions and insights.
You will:
Back-end programming on Python
Working with Boto3
Object-oriented programming in Python
Developing APIs in Python using Flask
Developing applications and APIs for microservices
Developing applications and APIs using MySQL, Cassandra & Kafka
Notification services Sockets and Firebase
Google Location API (location tagging, geo-hashes, geo-fencing, pathfinding)
JWT authentication and authorization
Researching Libraries and Frameworks
Management Skills would be preferred so the candidate can grow as the lead
You have:
3+ years building and supporting reporting data systems built on columnar oriented RDBMS systems (e.g. Snowflake, BigQuery, Redshift, Vertica, etc.)
Should know Django and have worked on it
Strong experience building data pipelines from heterogeneous data sources (e.g. Event streams, Flat Files, RDBMS, REST APIs, SFTP, etc.) to support real-time operational and analytical workloads
Technical accomplishments working with SQL, ETL, and Apache Airflow; and knowledge of at least one mature programming language (Ruby (and Rails), Python, Java, Go, or similar)
Experience with Linux/OSX command line, version control software (git), and general software development
Experience with cloud based data tools and services (e.g. AWS Lambda/S3/Transfer, GCP Cloud Functions/GCS, Fivetran, etc.)
Job Type: Full-time
Pay: Rs100,000.00 - Rs200,000.00 per month
Application Deadline: 30/04/2024"
Active 2 days ago,Python Developer - API Integration Specialist,https://pk.indeed.com/cmp/Market-Iq-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs0q73i8j9ji800&fromjk=903c536950d7a386,Karachi,Full-time,,No experience required,No specific education required,"Company Description
Toko Lab is an all-in-one solution provider for businesses of all sizes and types, based in Karāchi. Our mission is to digitize Pakistan's business landscape by empowering our users with advanced and free functionalities such as Khata Management, Staff Management, Stock Management, Invoice Generation, Business Reports, and an avenue for additional income through our Money feature. Additionally, we have an integrated B2B marketplace named Saddar.
Job Description
We need your help to collect data about our hardware, organize that data, and make it available to analysts across our products. As a member of the Hardware data engineering team, you will define, develop, and manage a variety of data infrastructure components and pipelines so that our analytics teams and collaborators have trusted data to inform decisions and insights.
You will:
Back-end programming on Python
Working with Boto3
Object-oriented programming in Python
Developing APIs in Python using Flask
Developing applications and APIs for microservices
Developing applications and APIs using MySQL, Cassandra & Kafka
Notification services Sockets and Firebase
Google Location API (location tagging, geo-hashes, geo-fencing, pathfinding)
JWT authentication and authorization
Researching Libraries and Frameworks
Management Skills would be preferred so the candidate can grow as the lead
You have:
3+ years building and supporting reporting data systems built on columnar oriented RDBMS systems (e.g. Snowflake, BigQuery, Redshift, Vertica, etc.)
Should know Django and have worked on it
Strong experience building data pipelines from heterogeneous data sources (e.g. Event streams, Flat Files, RDBMS, REST APIs, SFTP, etc.) to support real-time operational and analytical workloads
Technical accomplishments working with SQL, ETL, and Apache Airflow; and knowledge of at least one mature programming language (Ruby (and Rails), Python, Java, Go, or similar)
Experience with Linux/OSX command line, version control software (git), and general software development
Experience with cloud based data tools and services (e.g. AWS Lambda/S3/Transfer, GCP Cloud Functions/GCS, Fivetran, etc.)
Job Type: Full-time
Pay: Rs100,000.00 - Rs200,000.00 per month
Application Deadline: 30/04/2024"
