Posted At,Job Title,Company Link,Company Location,Job Type,Job Salary,Job Experience Level,Job Education,Job Description
Today,Computer operator (billing),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 25,000 - Rs 30,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 2 days ago,M&E Officer,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 25,000 - Rs 30,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Medical Billing - AR Specialist,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 40,000 - Rs 80,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,"Data Entry Officer (For Site Area, Karachi)",https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 40,000 - Rs 80,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Academic Coordinator (Female Only),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 15,000 - Rs 40,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Fabric Store Supervisor,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 15,000 - Rs 40,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 3 days ago,Recruiter,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 15,000 - Rs 40,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Data Entry Operator,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 15,000 - Rs 40,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Office Clerk,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 20,000 - Rs 25,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 2 days ago,Junior HR Executive,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 20,000 - Rs 25,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 1 day ago,Front Desk Receptionist ( Female ),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 35,000 - Rs 40,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 1 day ago,HR Internship,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs118cd1jkbc804&fromjk=a23c469d5267d820,Lahore,"Rs 20,000 a month","Rs 25,000 - Rs 30,000 a month",No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Pay: Rs25,000.00 - Rs30,000.00 per month
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Today,Cashier (senior),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Today,Remote Accountant/QuickBooks Administrator from Pakistan,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,"Rs 38,000 - Rs 50,000 a month",,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 2 days ago,Front Desk Agent- Female Candidate- Night Shift,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Today,Data entry operator / kpo,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,"Rs 25,000 - Rs 30,000 a month",,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Order Dispatcher/ Order Packing - Inventory Management,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,"Rs 25,000 - Rs 35,000 a month",,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,HR Executive,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 3 days ago,Web Research Analyst & Data Entry Operator (Morning),https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,"Rs 20,000 - Rs 22,000 a month",,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Today,Female Accountant,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,"Rs 50,000 - Rs 60,000 a month",,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Frontdesk Manager,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,Customer Sales Representative,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,HR & Admin Officer,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,Full-time,,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Posted 2 days ago,Accounts officer - Billing,https://pk.indeed.com/cmp/Jobs.pk-2?campaignid=mobvjcmp&from=mobviewjob&tk=1hs119j7ejk9m804&fromjk=c064f4d7ed823339,Lahore,"Rs 28,000 - Rs 42,000 a month",,No experience required,No specific education required,"Job Summary
Candidate must be experienced as cashier or data entry Operator or point of sales
candidate must be experienced and qualified ,having at least 2-4 years of experience
job location Shahalam market lahore
Duty time 9am time till 9pm
share your cv on WhatsApp 03051770077 with post name
Qualifications and Skills
Inter/BA/Masters
Benefits
Residence plus food
Job Type: Full-time
Application Question(s):
share your cv on WhatsApp 03051770077 with post name"
Active 2 days ago,HR & Admin Officer,https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,"Rs 28,000 - Rs 42,000 a month",,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Posted 1 day ago,Sales Coordinator,https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,Full-time,,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Posted 1 day ago,Order Dispatcher/ Order Inventory Management,https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,"Rs 25,000 - Rs 35,000 a month",,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Posted 2 days ago,Program Officer Resource Development,https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,Full-time,,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Active 2 days ago,Web & Media Designer,https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,Full-time,,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Posted 1 day ago,Sales and Marketing Trainee,https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,"Rs 25,000 - Rs 30,000 a month",,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Active 3 days ago,Senior web research analyst (Team lead),https://pk.indeed.com/cmp/Kashif-Iqbal-Thalassemia-Care-Center?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11as63jl2d802&fromjk=09d5ad76cf4864dd,Karachi,"Rs 25,000 - Rs 30,000 a month",,No experience required,No specific education required,"We are looking for a skilled Admin/HR Officer to undertake a variety of HR administrative duties. The Admin/HR Officer will facilitate daily HR functions, including managing the recruitment process, maintaining employee records, and handling employee queries. The ideal candidate will be highly organized, detail-oriented, and able to prioritize tasks effectively.
Responsibilities:
Assist with recruitment process by identifying candidates, conducting interviews, and onboarding new employees.
Maintain employee records and ensure compliance with HR policies and procedures.
Manage employee queries regarding HR-related issues.
Coordinate employee training and development programs.
Assist in the development and implementation of HR policies and procedures.
Handle administrative tasks such as filing, data entry, and scheduling appointments.
Requirements:
Bachelor's degree in Human Resources or any field.
Minimum one year experience as an HR/Admin Officer or similar role, knowledge of compliance will be preferred.
Knowledge of HR/Admin functions, including recruitment, payroll, and employee relations.
Strong communication and interpersonal skills.
Excellent organizational and time management abilities.
Proficiency in MS Office, Urdu Typing and HR software.
Ability to maintain confidentiality of sensitive information.
Salary and benefits
Paid leaves, life insurance, PF, In house Medical Facility, Salary will be offered on the basis of Education and experience.
If you are meet above criteria, send us latest resume at marketing@kashifiqbal.com, info@kashifiqbal.com. Your CV will reach us latest by April 30, 2024
Job Type: Full-time
Application Deadline: 30/04/2024"
Active 2 days ago,Data Entry Operator/Computer Operator,https://pk.indeed.com/cmp/Ambition-World?campaignid=mobvjcmp&from=mobviewjob&tk=1hs11nvafjl0g801&fromjk=8bf96af7b5e6378f,Lahore,Full-time,"Rs 30,000 - Rs 35,000 a month",No experience required,No specific education required,"We are hiring Data Entry Operator to join our Data Team in Lahore office. We need an experienced Data Entry professionals having good Microsoft Word & Excel skills and also having good CV preparation skills. Ideal candidate should have the experience of call center as well.
Candidates must have sound knowledge of using a computer, Microsoft office and internet tools.
Afternoon Shifts (1 pm – 10 pm) PST
Monday through Friday (Sat and Sun are off).
We Offer:
Market Competitive Salary
Increment
Career Growth
Paid Leaves
Interested candidates should submit their CVs to the following;
Ambition BPO Services Team
Contact - hr@ ambitionbpo.net
Please note that this job role is completely office based. We're not offering a remote-job currently.
Job Type: Full-time
Pay: Rs30,000.00 - Rs35,000.00 per month
Application Deadline: 01/04/2024"
